antecedents,consequents,support,confidence,lift
"frozenset({'Laptop - Electronics', 'LEGO Set - Toys'})",frozenset({'Office Chair - Furniture'}),0.01639344262295082,1.0,8.714285714285714
frozenset({'Office Chair - Furniture'}),"frozenset({'Laptop - Electronics', 'LEGO Set - Toys'})",0.01639344262295082,0.14285714285714285,8.714285714285714
frozenset({'Laptop - Electronics'}),"frozenset({'Office Chair - Furniture', 'LEGO Set - Toys'})",0.01639344262295082,1.0,30.5
frozenset({'LEGO Set - Toys'}),"frozenset({'Office Chair - Furniture', 'Laptop - Electronics'})",0.01639344262295082,0.5,30.5
"frozenset({'Laptop - Electronics', 'LEGO Set - Toys'})",frozenset({'Sunglasses - Fashion'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})",frozenset({'LEGO Set - Toys'}),0.01639344262295082,1.0,30.5
"frozenset({'LEGO Set - Toys', 'Sunglasses - Fashion'})",frozenset({'Laptop - Electronics'}),0.01639344262295082,1.0,61.0
frozenset({'Laptop - Electronics'}),"frozenset({'LEGO Set - Toys', 'Sunglasses - Fashion'})",0.01639344262295082,1.0,61.0
frozenset({'LEGO Set - Toys'}),"frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})",0.01639344262295082,0.5,30.5
frozenset({'Sunglasses - Fashion'}),"frozenset({'Laptop - Electronics', 'LEGO Set - Toys'})",0.01639344262295082,0.33333333333333337,20.333333333333336
"frozenset({'Office Chair - Furniture', 'LEGO Set - Toys'})",frozenset({'Sunglasses - Fashion'}),0.01639344262295082,0.5,10.166666666666666
"frozenset({'Office Chair - Furniture', 'Sunglasses - Fashion'})",frozenset({'LEGO Set - Toys'}),0.01639344262295082,1.0,30.5
"frozenset({'LEGO Set - Toys', 'Sunglasses - Fashion'})",frozenset({'Office Chair - Furniture'}),0.01639344262295082,1.0,8.714285714285714
frozenset({'Office Chair - Furniture'}),"frozenset({'LEGO Set - Toys', 'Sunglasses - Fashion'})",0.01639344262295082,0.14285714285714285,8.714285714285714
frozenset({'LEGO Set - Toys'}),"frozenset({'Office Chair - Furniture', 'Sunglasses - Fashion'})",0.01639344262295082,0.5,30.5
frozenset({'Sunglasses - Fashion'}),"frozenset({'Office Chair - Furniture', 'LEGO Set - Toys'})",0.01639344262295082,0.33333333333333337,10.166666666666668
"frozenset({'Office Chair - Furniture', 'Laptop - Electronics'})",frozenset({'Sunglasses - Fashion'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Office Chair - Furniture', 'Sunglasses - Fashion'})",frozenset({'Laptop - Electronics'}),0.01639344262295082,1.0,61.0
"frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})",frozenset({'Office Chair - Furniture'}),0.01639344262295082,1.0,8.714285714285714
frozenset({'Office Chair - Furniture'}),"frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})",0.01639344262295082,0.14285714285714285,8.714285714285714
frozenset({'Laptop - Electronics'}),"frozenset({'Office Chair - Furniture', 'Sunglasses - Fashion'})",0.01639344262295082,1.0,61.0
frozenset({'Sunglasses - Fashion'}),"frozenset({'Office Chair - Furniture', 'Laptop - Electronics'})",0.01639344262295082,0.33333333333333337,20.333333333333336
"frozenset({'Self-Help Book - Books', ""Men's Leather Jacket - Fashion""})",frozenset({'Office Chair - Furniture'}),0.01639344262295082,1.0,8.714285714285714
"frozenset({'Self-Help Book - Books', 'Office Chair - Furniture'})","frozenset({""Men's Leather Jacket - Fashion""})",0.01639344262295082,1.0,30.5
"frozenset({'Office Chair - Furniture', ""Men's Leather Jacket - Fashion""})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
frozenset({'Self-Help Book - Books'}),"frozenset({'Office Chair - Furniture', ""Men's Leather Jacket - Fashion""})",0.01639344262295082,0.11111111111111112,6.777777777777778
"frozenset({""Men's Leather Jacket - Fashion""})","frozenset({'Self-Help Book - Books', 'Office Chair - Furniture'})",0.01639344262295082,0.5,30.5
frozenset({'Office Chair - Furniture'}),"frozenset({'Self-Help Book - Books', ""Men's Leather Jacket - Fashion""})",0.01639344262295082,0.14285714285714285,8.714285714285714
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Cookbook - Books'}),0.01639344262295082,1.0,12.200000000000001
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})","frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Football - Sports'})","frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})","frozenset({'Cookbook - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})","frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})","frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
frozenset({'Cookbook - Books'}),"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.20000000000000004,12.200000000000001
frozenset({'Microwave Oven - Home Appliances'}),"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.25,15.25
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,0.33333333333333337,20.333333333333336
frozenset({'Football - Sports'}),"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,0.5,30.5
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Football - Sports'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Cookbook - Books'}),0.01639344262295082,1.0,12.200000000000001
"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
"frozenset({'Self-Help Book - Books', 'Cookbook - Books'})","frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})","frozenset({'Cookbook - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Football - Sports'})","frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})","frozenset({'Self-Help Book - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Cookbook - Books'})",0.01639344262295082,1.0,61.0
frozenset({'Self-Help Book - Books'}),"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.11111111111111112,6.777777777777778
frozenset({'Cookbook - Books'}),"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.20000000000000004,12.200000000000001
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Football - Sports'})",0.01639344262295082,0.33333333333333337,20.333333333333336
frozenset({'Football - Sports'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,0.5,30.5
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Cookbook - Books'}),0.01639344262295082,1.0,12.200000000000001
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
"frozenset({'Self-Help Book - Books', 'Cookbook - Books'})","frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})","frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})","frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})","frozenset({'Self-Help Book - Books', 'Cookbook - Books'})",0.01639344262295082,1.0,61.0
frozenset({'Self-Help Book - Books'}),"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,0.11111111111111112,6.777777777777778
frozenset({'Cookbook - Books'}),"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,0.20000000000000004,12.200000000000001
frozenset({'Microwave Oven - Home Appliances'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,0.25,15.25
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,0.33333333333333337,20.333333333333336
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})","frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Football - Sports'})","frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})","frozenset({'Self-Help Book - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
frozenset({'Self-Help Book - Books'}),"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.11111111111111112,6.777777777777778
frozenset({'Microwave Oven - Home Appliances'}),"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.25,15.25
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,0.33333333333333337,20.333333333333336
frozenset({'Football - Sports'}),"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,0.5,30.5
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Football - Sports'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",frozenset({'Cookbook - Books'}),0.01639344262295082,1.0,12.200000000000001
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
"frozenset({'Self-Help Book - Books', 'Cookbook - Books'})","frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Cookbook - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Football - Sports'})","frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Self-Help Book - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Cookbook - Books'})",0.01639344262295082,1.0,61.0
frozenset({'Self-Help Book - Books'}),"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,0.11111111111111112,6.777777777777778
frozenset({'Cookbook - Books'}),"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,0.20000000000000004,12.200000000000001
frozenset({'Microwave Oven - Home Appliances'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Football - Sports'})",0.01639344262295082,0.25,15.25
frozenset({'Football - Sports'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,0.5,30.5
"frozenset({'Office Chair - Furniture', 'Laptop - Electronics', 'LEGO Set - Toys'})",frozenset({'Sunglasses - Fashion'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Office Chair - Furniture', 'Laptop - Electronics', 'Sunglasses - Fashion'})",frozenset({'LEGO Set - Toys'}),0.01639344262295082,1.0,30.5
"frozenset({'Office Chair - Furniture', 'LEGO Set - Toys', 'Sunglasses - Fashion'})",frozenset({'Laptop - Electronics'}),0.01639344262295082,1.0,61.0
"frozenset({'Laptop - Electronics', 'LEGO Set - Toys', 'Sunglasses - Fashion'})",frozenset({'Office Chair - Furniture'}),0.01639344262295082,1.0,8.714285714285714
"frozenset({'Office Chair - Furniture', 'Laptop - Electronics'})","frozenset({'LEGO Set - Toys', 'Sunglasses - Fashion'})",0.01639344262295082,1.0,61.0
"frozenset({'Office Chair - Furniture', 'LEGO Set - Toys'})","frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})",0.01639344262295082,0.5,30.5
"frozenset({'Office Chair - Furniture', 'Sunglasses - Fashion'})","frozenset({'Laptop - Electronics', 'LEGO Set - Toys'})",0.01639344262295082,1.0,61.0
"frozenset({'Laptop - Electronics', 'LEGO Set - Toys'})","frozenset({'Office Chair - Furniture', 'Sunglasses - Fashion'})",0.01639344262295082,1.0,61.0
"frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})","frozenset({'Office Chair - Furniture', 'LEGO Set - Toys'})",0.01639344262295082,1.0,30.5
"frozenset({'LEGO Set - Toys', 'Sunglasses - Fashion'})","frozenset({'Office Chair - Furniture', 'Laptop - Electronics'})",0.01639344262295082,1.0,61.0
frozenset({'Office Chair - Furniture'}),"frozenset({'Laptop - Electronics', 'LEGO Set - Toys', 'Sunglasses - Fashion'})",0.01639344262295082,0.14285714285714285,8.714285714285714
frozenset({'Laptop - Electronics'}),"frozenset({'Office Chair - Furniture', 'LEGO Set - Toys', 'Sunglasses - Fashion'})",0.01639344262295082,1.0,61.0
frozenset({'LEGO Set - Toys'}),"frozenset({'Office Chair - Furniture', 'Laptop - Electronics', 'Sunglasses - Fashion'})",0.01639344262295082,0.5,30.5
frozenset({'Sunglasses - Fashion'}),"frozenset({'Office Chair - Furniture', 'Laptop - Electronics', 'LEGO Set - Toys'})",0.01639344262295082,0.33333333333333337,20.333333333333336
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Cookbook - Books'}),0.01639344262295082,1.0,12.200000000000001
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Cookbook - Books'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})","frozenset({'Cookbook - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})","frozenset({'Self-Help Book - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})","frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive', 'Football - Sports'})","frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive'})","frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Football - Sports'})","frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})","frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})","frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})","frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Car Vacuum - Automotive'})","frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Football - Sports'})","frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Cookbook - Books', 'Football - Sports'})","frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,1.0,61.0
"frozenset({'Self-Help Book - Books', 'Cookbook - Books'})","frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,1.0,61.0
frozenset({'Microwave Oven - Home Appliances'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.25,15.25
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,0.33333333333333337,20.333333333333336
frozenset({'Football - Sports'}),"frozenset({'Self-Help Book - Books', 'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,0.5,30.5
frozenset({'Self-Help Book - Books'}),"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.11111111111111112,6.777777777777778
frozenset({'Cookbook - Books'}),"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.20000000000000004,12.200000000000001
